"","Fecha","Hora","Bosque","Transecto..1.2.3.","Planta","Polinizador","sexo","capturado.","Codigo_frasco","Observaciones","Ronda","b","Polinizador_curro","Pollinator_genus","Pollinator_family"
"1228",2022-06-15,"13:23:00",2,2,"Bellis perennis","?=52","","",NA,"",7,"2022-06-15 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1229",2022-06-15,"13:25:00",2,2,"Bellis perennis","?=10","","",NA,"",7,"2022-06-15 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1230",2022-06-15,"13:29:00",2,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1231",2022-06-15,"13:32:00",2,2,"Ranunculus sp.","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1232",2022-06-15,"13:34:00",2,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1233",2022-06-15,"13:34:00",2,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1234",2022-06-15,"13:39:00",2,2,"Bellis perennis","?=52","","",NA,"",7,"2022-06-15 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1235",2022-06-15,"13:39:00",2,2,"Bellis perennis","?=52","","",NA,"",7,"2022-06-15 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1236",2022-06-15,"13:40:00",2,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1237",2022-06-15,"13:45:00",2,2,"Bellis perennis","?=97","","",NA,"",7,"2022-06-15 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1238",2022-06-15,"13:47:00",2,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1239",2022-06-15,"13:49:00",2,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1240",2022-06-15,"13:52:00",2,2,"Trifolium repens","?=13","","",NA,"",7,"2022-06-15 NA","Halictus smaragdulus","Halictus","Halictidae"
"1241",2022-06-15,"13:55:00",2,2,"Plantago sp.","Eristalis sp.","","",NA,"",7,"2022-06-15 NA","Eristalis sp.","Eristalis","Syrphidae"
"1242",2022-06-15,"13:57:00",2,2,"Bellis perennis","Eristalis sp.","","",NA,"",7,"2022-06-15 NA","Eristalis sp.","Eristalis","Syrphidae"
"1243",2022-06-15,"14:00:00",2,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1244",2022-06-15,"14:03:00",2,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1245",2022-06-15,"14:07:00",2,2,"Bellis perennis","?=6","","",NA,"",7,"2022-06-15 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"1246",2022-06-15,"14:10:00",2,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1247",2022-06-15,"14:12:00",2,2,"Potentilla erecta","?=10","","",NA,"",7,"2022-06-15 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1248",2022-06-15,"14:12:00",2,2,"Potentilla erecta","?=13","","",NA,"",7,"2022-06-15 NA","Halictus smaragdulus","Halictus","Halictidae"
"1249",2022-06-15,"14:14:00",2,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1250",2022-06-15,"14:18:00",2,2,"Bellis perennis","?=97","","",NA,"",7,"2022-06-15 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1251",2022-06-15,"15:47:00",2,3,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1252",2022-06-15,"15:49:00",2,3,"Bellis perennis","?=52","","",NA,"",7,"2022-06-15 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1253",2022-06-15,"16:04:00",2,3,"Bellis perennis","?=10","","",NA,"",7,"2022-06-15 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1254",2022-06-15,"16:06:00",2,3,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1255",2022-06-15,"16:07:00",2,3,"Myosotis lamottiana","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1256",2022-06-15,"16:07:00",2,3,"Ranunculus sp.","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1257",2022-06-15,"16:09:00",2,3,"Bellis perennis","?=10","","",NA,"",7,"2022-06-15 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1258",2022-06-15,"16:12:00",2,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1259",2022-06-15,"16:16:00",2,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1260",2022-06-15,"16:24:00",2,3,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1261",2022-06-15,"16:26:00",2,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-15 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1262",2022-06-15,"16:33:00",2,3,"Bellis perennis","?=52","","",NA,"",7,"2022-06-15 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1263",2022-06-15,"16:35:00",2,3,"Myosotis lamottiana","?=97","","",NA,"",7,"2022-06-15 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1264",2022-06-15,"16:38:00",2,3,"Bellis perennis","Eristalis sp.","","",NA,"",7,"2022-06-15 NA","Eristalis sp.","Eristalis","Syrphidae"
"1265",2022-06-16,"11:05:00",4,1,"Erica tetralix","Erebia meolans","","",NA,"",7,"2022-06-16 NA","Erebia meolans","Erebia","Nymphalidae-Satyrinae"
"1266",2022-06-16,"11:15:00",4,1,"Erica cinerea","Bombus terrestris","","",NA,"",7,"2022-06-16 NA","Bombus terrestris","Bombus","Apidae"
"1267",2022-06-16,"11:20:00",4,1,"Taraxacum sp.","?=13","","",NA,"",7,"2022-06-16 NA","Halictus smaragdulus","Halictus","Halictidae"
"1268",2022-06-16,"11:23:00",4,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1269",2022-06-16,"11:24:00",4,1,"Potentilla erecta","?=116","","",NA,"",7,"2022-06-16 NA"," Syrphus sp.","",NA
"1270",2022-06-16,"11:25:00",4,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1271",2022-06-16,"11:26:00",4,1,"Galium mollugo","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1272",2022-06-16,"11:28:00",4,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1273",2022-06-16,"11:30:00",4,1,"Erica cinerea","Sphaerophoria scripta","hembra","si",118,"",7,"2022-06-16 118","Bombus hortorum","Bombus","Apidae"
"1274",2022-06-16,"13:14:00",4,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1275",2022-06-16,"13:22:00",4,2,"Erica cinerea","Erebia meolans","","",NA,"",7,"2022-06-16 NA","Erebia meolans","Erebia","Nymphalidae-Satyrinae"
"1276",2022-06-16,"13:26:00",4,2,"Erica cinerea","","","si",119,"",7,"2022-06-16 119","Andrena ovatula","Andrena","Andrenidae"
"1277",2022-06-16,"13:29:00",4,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1278",2022-06-16,"13:30:00",4,2,"Potentilla erecta","?=34","","",NA,"",7,"2022-06-16 NA","Lasioglossum leucopus","Lasioglossum","Halictidae"
"1279",2022-06-16,"13:45:00",4,2,"Erica cinerea","","","si",120,"",7,"2022-06-16 120","Bombus lucorum","Bombus","Apidae"
"1280",2022-06-16,"13:46:00",4,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1281",2022-06-16,"13:50:00",4,2,"Polygala vulgaris","Pyrgus sp.","","",NA,"",7,"2022-06-16 NA","Pyrgus sp.","Pyrgus","Hesperiidae"
"1282",2022-06-16,"14:00:00",4,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1283",2022-06-16,"15:42:00",4,3,"Erica cinerea","Coenonympha pamphilus","","",NA,"",7,"2022-06-16 NA","Coenonympha pamphilus","Coenonympha","Nymphalidae-Satyrinae"
"1284",2022-06-16,"15:47:00",4,3,"Erica cinerea","?=118","","",NA,"",7,"2022-06-16 NA","Bombus hortorum","Bombus","Apidae"
"1285",2022-06-16,"15:49:00",4,3,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1286",2022-06-16,"16:10:00",4,3,"Erica tetralix","?=118","","",NA,"",7,"2022-06-16 NA","Bombus hortorum","Bombus","Apidae"
"1287",2022-06-16,"16:15:00",4,3,"Erica cinerea","?=118","","",NA,"",7,"2022-06-16 NA","Bombus hortorum","Bombus","Apidae"
"1288",2022-06-16,"16:23:00",4,3,"Erica cinerea","?=118","","",NA,"",7,"2022-06-16 NA","Bombus hortorum","Bombus","Apidae"
"1289",2022-06-16,"16:25:00",4,3,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1290",2022-06-16,"16:29:00",4,3,"Erica cinerea","","","si",121,"",7,"2022-06-16 121","Lasioglossum sexnotatum","Lasioglossum","Halictidae"
"1291",2022-06-16,"16:36:00",4,3,"Erica cinerea","Bombus pascuorum","","",NA,"",7,"2022-06-16 NA","Bombus pascuorum","Bombus","Apidae"
"1292",2022-06-16,"16:40:00",4,3,"Galium mollugo","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-16 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1293",2022-06-17,"10:37:00",5,1,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1294",2022-06-17,"10:45:00",5,1,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1295",2022-06-17,"10:54:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1296",2022-06-17,"10:57:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1297",2022-06-17,"10:58:00",5,1,"Potentilla erecta","","","si",122,"",7,"2022-06-17 122","Nomada elsei","Nomada","Apidae"
"1298",2022-06-17,"11:02:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1299",2022-06-17,"11:03:00",5,1,"Taraxacum sp.","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1300",2022-06-17,"11:06:00",5,1,"Taraxacum sp.","?=13","","",NA,"",7,"2022-06-17 NA","Halictus smaragdulus","Halictus","Halictidae"
"1301",2022-06-17,"11:08:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1302",2022-06-17,"11:08:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1303",2022-06-17,"11:08:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1304",2022-06-17,"11:10:00",5,1,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1305",2022-06-17,"11:10:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1306",2022-06-17,"11:13:00",5,1,"Erica cinerea","Cupido sp.","","",NA,"",7,"2022-06-17 NA","Cupido sp.","Cupido","Lycaenidae"
"1307",2022-06-17,"11:15:00",5,1,"Taraxacum sp.","?=13","","",NA,"",7,"2022-06-17 NA","Halictus smaragdulus","Halictus","Halictidae"
"1308",2022-06-17,"11:16:00",5,1,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1309",2022-06-17,"11:20:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1310",2022-06-17,"11:24:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1311",2022-06-17,"11:27:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1312",2022-06-17,"11:27:00",5,1,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1313",2022-06-17,"11:28:00",5,1,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1314",2022-06-17,"11:29:00",5,1,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1315",2022-06-17,"11:31:00",5,2,"Erica cinerea","?=118","","",NA,"",7,"2022-06-17 NA","Bombus hortorum","Bombus","Apidae"
"1316",2022-06-17,"13:04:00",5,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1317",2022-06-17,"13:07:00",5,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1318",2022-06-17,"13:11:00",5,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1319",2022-06-17,"13:13:00",5,2,"Potentilla erecta","?=34","","",NA,"",7,"2022-06-17 NA","Lasioglossum leucopus","Lasioglossum","Halictidae"
"1320",2022-06-17,"13:22:00",5,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1321",2022-06-17,"13:24:00",5,2,"Erica cinerea","Coenonympha pamphilus","","",NA,"",7,"2022-06-17 NA","Coenonympha pamphilus","Coenonympha","Nymphalidae-Satyrinae"
"1322",2022-06-17,"13:25:00",5,2,"Erica cinerea","?=118","","",NA,"",7,"2022-06-17 NA","Bombus hortorum","Bombus","Apidae"
"1323",2022-06-17,"13:28:00",5,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1324",2022-06-17,"13:28:00",5,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1325",2022-06-17,"13:36:00",5,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1326",2022-06-17,"13:37:00",5,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1327",2022-06-17,"13:44:00",5,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1328",2022-06-17,"13:46:00",5,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1329",2022-06-17,"13:46:00",5,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1330",2022-06-17,"13:50:00",5,2,"Erica cinerea","Coenonympha pamphilus","","",NA,"",7,"2022-06-17 NA","Coenonympha pamphilus","Coenonympha","Nymphalidae-Satyrinae"
"1331",2022-06-17,"13:52:00",5,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1332",2022-06-17,"13:55:00",5,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1333",2022-06-17,"15:30:00",5,3,"","","","",NA,"No se hace por demasiado calor, 40ºC",7,"2022-06-17 NA","","",NA
"1334",2022-06-21,"11:34:00",3,1,"Trifolium pratense","Ochlodes sylvanus","","no",NA,"Niebla, ultimos 20 mins de transecto solo.",7,"2022-06-21 NA","Ochlodes sylvanus","Ochlodes","Hesperiidae"
"1335",2022-06-21,"12:55:00",3,2,"Trifolium pratense","?=13","","no",NA,"",7,"2022-06-21 NA","Halictus smaragdulus","Halictus","Halictidae"
"1336",2022-06-21,"13:05:00",3,2,"Thymus praecox subsp. Polytrichus","Sphaerophoria scripta","macho","no",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1337",2022-06-21,"13:12:00",3,2,"Trifolium pratense","Bombus lapidarius","","",NA,"",7,"2022-06-21 NA","Bombus lapidarius","Bombus","Apidae"
"1338",2022-06-21,"13:15:00",3,2,"Ranunculus sp.","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1339",2022-06-21,"13:17:00",3,2,"Prunella grandiflora","Bombus pascuorum","","",NA,"",7,"2022-06-21 NA","Bombus pascuorum","Bombus","Apidae"
"1340",2022-06-21,"13:18:00",3,2,"Taraxacum sp.","?=34","","",NA,"",7,"2022-06-21 NA","Lasioglossum leucopus","Lasioglossum","Halictidae"
"1341",2022-06-21,"13:20:00",3,2,"Taraxacum sp.","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1342",2022-06-21,"13:20:00",3,2,"Taraxacum sp.","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1343",2022-06-21,"13:21:00",3,2,"Taraxacum sp.","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1344",2022-06-21,"13:22:00",3,2,"Taraxacum sp.","","","si",123,"",7,"2022-06-21 123","Halictus sp","Halictus","Halictidae"
"1345",2022-06-21,"13:23:00",3,2,"Taraxacum sp.","Bombus pascuorum","","",NA,"",7,"2022-06-21 NA","Bombus pascuorum","Bombus","Apidae"
"1346",2022-06-21,"13:25:00",3,2,"Helianthemum nummularium","?=34","","",NA,"",7,"2022-06-21 NA","Lasioglossum leucopus","Lasioglossum","Halictidae"
"1347",2022-06-21,"13:25:00",3,2,"Taraxacum sp.","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1348",2022-06-21,"13:32:00",3,2,"Teucrium pyrenaicum","Bombus lapidarius","","",NA,"",7,"2022-06-21 NA","Bombus lapidarius","Bombus","Apidae"
"1349",2022-06-21,"13:32:00",3,2,"Teucrium pyrenaicum","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1350",2022-06-21,"13:34:00",3,2,"Dianthus hyssopifolius subsp. Hyssopifolius","Ochlodes sylvanus","","",NA,"",7,"2022-06-21 NA","Ochlodes sylvanus","Ochlodes","Hesperiidae"
"1351",2022-06-21,"13:35:00",3,2,"Thymus praecox subsp. Polytrichus","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1352",2022-06-21,"13:37:00",3,2,"Taraxacum sp.","?=123","","",NA,"",7,"2022-06-21 NA","Halictus sp","Halictus","Halictidae"
"1353",2022-06-21,"13:39:00",3,2,"Prunella grandiflora","Ochlodes sylvanus","","",NA,"",7,"2022-06-21 NA","Ochlodes sylvanus","Ochlodes","Hesperiidae"
"1354",2022-06-21,"13:39:00",3,2,"Taraxacum sp.","?=34","","",NA,"",7,"2022-06-21 NA","Lasioglossum leucopus","Lasioglossum","Halictidae"
"1355",2022-06-21,"13:41:00",3,2,"Prunella grandiflora","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1356",2022-06-21,"13:44:00",3,2,"Trifolium pratense","Bombus lapidarius","","",NA,"",7,"2022-06-21 NA","Bombus lapidarius","Bombus","Apidae"
"1357",2022-06-21,"13:48:00",3,2,"Achillea millefolium","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1358",2022-06-21,"13:48:00",3,2,"Achillea millefolium","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1359",2022-06-21,"13:51:00",3,2,"Taraxacum sp.","","","si",124,"",7,"2022-06-21 124","","",NA
"1360",2022-06-21,"13:51:00",3,2,"Thymus praecox subsp. Polytrichus","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1361",2022-06-21,"13:51:00",3,2,"Achillea millefolium","Sphaerophoria scripta","macho","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1362",2022-06-21,"13:53:00",3,2,"Trifolium pratense","Bombus lapidarius","","",NA,"",7,"2022-06-21 NA","Bombus lapidarius","Bombus","Apidae"
"1363",2022-06-21,"13:58:00",3,2,"Trifolium pratense","Bombus lapidarius","","",NA,"",7,"2022-06-21 NA","Bombus lapidarius","Bombus","Apidae"
"1364",2022-06-21,"14:04:00",3,2,"Taraxacum sp.","?=124","","",NA,"",7,"2022-06-21 NA","?=124","?=124",NA
"1365",2022-06-21,"15:40:00",3,3,"Trifolium pratense","Bombus pascuorum","","",NA,"",7,"2022-06-21 NA","Bombus pascuorum","Bombus","Apidae"
"1366",2022-06-21,"15:40:00",3,3,"Bellis perennis","?=13","","",NA,"",7,"2022-06-21 NA","Halictus smaragdulus","Halictus","Halictidae"
"1367",2022-06-21,"15:42:00",3,3,"Trifolium pratense","Bombus lapidarius","","",NA,"",7,"2022-06-21 NA","Bombus lapidarius","Bombus","Apidae"
"1368",2022-06-21,"15:51:00",3,3,"Teucrium pyrenaicum","Apis mellifera","","",NA,"",7,"2022-06-21 NA","Apis mellifera","Apis","Apidae"
"1369",2022-06-21,"15:54:00",3,3,"Prunella grandiflora","Bombus pascuorum","","",NA,"",7,"2022-06-21 NA","Bombus pascuorum","Bombus","Apidae"
"1370",2022-06-21,"15:56:00",3,3,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",7,"2022-06-21 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
